CheckingStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsStatus,Employment,InstallmentCommitment,PersonalStatus,OtherParties,ResidenceSince,PropertyMagnitude,Age,OtherPaymentPlans,Housing,ExistingCredits,Job,NumDependents,OwnTelephone,ForeignWorker,Class
NoCheckingAccount,15.0,OtherBankCredit,FurnitureOrEquipment,1520.0,NoSavings,>=7,4.0,SingleMale,none,4.0,LifeInsurance,63.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,24.0,OtherBankCredit,NewCar,3878.0,100<=X<500,<1,4.0,DivorcedMale,none,2.0,Car,37.0,None,Own,1.0,Skilled,1.0,1,1,yes
<0,47.0,ExistingCreditPaid,NewCar,10722.0,<100,<1,1.0,DivorcedFemale,none,1.0,RealEstate,35.0,None,Own,1.0,UnskilledResident,1.0,1,1,yes
<0,48.0,ExistingCreditPaid,UsedCar,4788.0,<100,4<=X<7,4.0,SingleMale,none,3.0,LifeInsurance,26.0,None,Own,1.0,Skilled,2.0,0,1,yes
0<=X<200,48.0,PreviouslyDelayedPayment,Other,7582.0,100<=X<500,Unemployed,2.0,SingleMale,none,4.0,NoKnownProperty,31.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,RadioOrTV,1092.0,<100,1<=X<4,4.0,DivorcedFemale,guarantor,4.0,RealEstate,49.0,None,Own,2.0,Skilled,1.0,1,1,yes
<0,24.0,PreviouslyDelayedPayment,RadioOrTV,1024.0,<100,<1,4.0,MarriedMale,none,4.0,RealEstate,48.0,Stores,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,Business,1076.0,<100,1<=X<4,2.0,MarriedMale,none,2.0,RealEstate,26.0,None,Own,1.0,Skilled,1.0,1,0,yes
0<=X<200,36.0,ExistingCreditPaid,UsedCar,9398.0,<100,<1,1.0,MarriedMale,none,4.0,Car,28.0,None,Rent,1.0,HighlyQualified,1.0,1,1,no
<0,24.0,OtherBankCredit,UsedCar,6419.0,<100,>=7,2.0,DivorcedFemale,none,4.0,NoKnownProperty,44.0,None,ForFree,2.0,HighlyQualified,2.0,1,1,yes
>=200,42.0,OtherBankCredit,UsedCar,4796.0,<100,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,56.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,48.0,OtherBankCredit,Business,7629.0,NoSavings,>=7,4.0,DivorcedMale,none,2.0,Car,46.0,Bank,Own,2.0,HighlyQualified,2.0,0,1,yes
0<=X<200,48.0,ExistingCreditPaid,FurnitureOrEquipment,9960.0,<100,<1,1.0,DivorcedFemale,none,2.0,Car,26.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,UsedCar,4675.0,NoSavings,<1,1.0,DivorcedFemale,none,4.0,Car,20.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,10.0,ExistingCreditPaid,NewCar,1287.0,NoSavings,>=7,4.0,SingleMale,co applicant,2.0,LifeInsurance,45.0,None,Own,1.0,UnskilledResident,1.0,0,0,yes
NoCheckingAccount,18.0,ExistingCreditPaid,FurnitureOrEquipment,2515.0,<100,1<=X<4,3.0,SingleMale,none,4.0,RealEstate,43.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,21.0,OtherBankCredit,FurnitureOrEquipment,2745.0,>=1000,4<=X<7,3.0,SingleMale,none,2.0,Car,32.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,NewCar,672.0,<100,Unemployed,1.0,DivorcedFemale,none,4.0,RealEstate,54.0,None,Own,1.0,UnskilledNonResident,1.0,1,1,yes
0<=X<200,36.0,NoCredits,RadioOrTV,3804.0,<100,1<=X<4,4.0,DivorcedFemale,none,1.0,Car,42.0,None,Own,1.0,Skilled,1.0,1,1,no
>=200,24.0,OtherBankCredit,NewCar,1344.0,NoSavings,4<=X<7,4.0,SingleMale,none,2.0,RealEstate,37.0,Bank,Own,2.0,UnskilledResident,2.0,0,1,no
<0,10.0,OtherBankCredit,NewCar,1038.0,<100,4<=X<7,4.0,SingleMale,co applicant,3.0,LifeInsurance,49.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,48.0,OtherBankCredit,NewCar,10127.0,500<=X<1000,1<=X<4,2.0,SingleMale,none,2.0,NoKnownProperty,44.0,Bank,ForFree,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,6.0,ExistingCreditPaid,FurnitureOrEquipment,1543.0,>=1000,1<=X<4,4.0,DivorcedMale,none,2.0,RealEstate,33.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,30.0,ExistingCreditPaid,UsedCar,4811.0,NoSavings,4<=X<7,2.0,DivorcedFemale,none,4.0,LifeInsurance,24.0,Stores,Rent,1.0,UnskilledResident,1.0,0,1,yes
<0,12.0,ExistingCreditPaid,RadioOrTV,727.0,100<=X<500,<1,4.0,MarriedMale,none,3.0,NoKnownProperty,33.0,None,Own,1.0,UnskilledResident,1.0,1,1,no
0<=X<200,8.0,ExistingCreditPaid,FurnitureOrEquipment,1237.0,<100,1<=X<4,3.0,DivorcedFemale,none,4.0,RealEstate,24.0,None,Own,1.0,Skilled,1.0,0,1,no
0<=X<200,9.0,ExistingCreditPaid,NewCar,276.0,<100,1<=X<4,4.0,MarriedMale,none,4.0,RealEstate,22.0,None,Rent,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,48.0,ExistingCreditPaid,Other,5381.0,NoSavings,Unemployed,3.0,SingleMale,none,4.0,NoKnownProperty,40.0,Bank,ForFree,1.0,UnskilledNonResident,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,FurnitureOrEquipment,5511.0,100<=X<500,1<=X<4,4.0,SingleMale,none,1.0,Car,25.0,Stores,Own,1.0,Skilled,1.0,0,1,yes
>=200,24.0,ExistingCreditPaid,FurnitureOrEquipment,3749.0,<100,<1,2.0,DivorcedFemale,none,4.0,Car,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,NewCar,685.0,<100,4<=X<7,2.0,MarriedMale,none,3.0,Car,25.0,Bank,Own,1.0,UnskilledResident,1.0,0,1,no
>=200,4.0,ExistingCreditPaid,NewCar,1494.0,NoSavings,<1,1.0,SingleMale,none,2.0,RealEstate,29.0,None,Own,1.0,UnskilledResident,2.0,0,0,yes
<0,36.0,AllCreditsPaid,FurnitureOrEquipment,2746.0,<100,>=7,4.0,SingleMale,none,4.0,Car,31.0,Bank,Own,1.0,Skilled,1.0,0,1,no
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,708.0,<100,1<=X<4,2.0,SingleMale,guarantor,3.0,LifeInsurance,38.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,FurnitureOrEquipment,4351.0,NoSavings,1<=X<4,1.0,DivorcedFemale,none,4.0,LifeInsurance,48.0,None,Own,1.0,UnskilledResident,1.0,1,1,yes
NoCheckingAccount,12.0,OtherBankCredit,Education,701.0,<100,1<=X<4,4.0,SingleMale,none,2.0,Car,32.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,15.0,PreviouslyDelayedPayment,FurnitureOrEquipment,3643.0,<100,>=7,1.0,DivorcedFemale,none,4.0,LifeInsurance,27.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,30.0,OtherBankCredit,NewCar,4249.0,<100,Unemployed,4.0,MarriedMale,none,2.0,Car,28.0,None,Own,2.0,HighlyQualified,1.0,0,1,no
<0,24.0,ExistingCreditPaid,RadioOrTV,1938.0,<100,<1,4.0,DivorcedMale,none,3.0,LifeInsurance,32.0,None,Own,1.0,Skilled,1.0,0,1,no
<0,24.0,ExistingCreditPaid,UsedCar,2910.0,<100,4<=X<7,2.0,SingleMale,none,1.0,NoKnownProperty,34.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,yes
<0,18.0,ExistingCreditPaid,FurnitureOrEquipment,2659.0,>=1000,1<=X<4,4.0,SingleMale,none,2.0,Car,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,NewCar,1028.0,<100,1<=X<4,4.0,DivorcedFemale,none,3.0,RealEstate,36.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,8.0,OtherBankCredit,NewCar,3398.0,<100,4<=X<7,1.0,SingleMale,none,4.0,RealEstate,39.0,None,Own,2.0,UnskilledResident,1.0,0,0,yes
NoCheckingAccount,12.0,OtherBankCredit,FurnitureOrEquipment,5801.0,NoSavings,>=7,2.0,SingleMale,none,4.0,LifeInsurance,49.0,None,Rent,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,24.0,ExistingCreditPaid,NewCar,1525.0,>=1000,4<=X<7,4.0,DivorcedFemale,none,3.0,Car,34.0,None,Own,1.0,Skilled,2.0,1,1,yes
>=200,36.0,ExistingCreditPaid,RadioOrTV,4473.0,<100,>=7,4.0,SingleMale,none,2.0,Car,31.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,6.0,ExistingCreditPaid,RadioOrTV,1068.0,<100,>=7,4.0,SingleMale,none,4.0,Car,28.0,None,Own,1.0,Skilled,2.0,0,1,yes
<0,24.0,OtherBankCredit,UsedCar,6615.0,<100,Unemployed,2.0,SingleMale,none,4.0,NoKnownProperty,75.0,None,ForFree,2.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,18.0,OtherBankCredit,Education,1864.0,100<=X<500,1<=X<4,4.0,DivorcedFemale,none,2.0,RealEstate,30.0,None,Own,2.0,Skilled,1.0,0,1,no
0<=X<200,60.0,ExistingCreditPaid,NewCar,7408.0,100<=X<500,<1,4.0,DivorcedFemale,none,2.0,LifeInsurance,24.0,None,Own,1.0,HighlyQualified,1.0,0,1,no
NoCheckingAccount,48.0,OtherBankCredit,UsedCar,11590.0,100<=X<500,1<=X<4,2.0,DivorcedFemale,none,4.0,Car,24.0,Bank,Rent,2.0,UnskilledResident,1.0,0,1,no
<0,24.0,NoCredits,FurnitureOrEquipment,4110.0,<100,>=7,3.0,SingleMale,none,4.0,NoKnownProperty,23.0,Bank,Rent,2.0,Skilled,2.0,0,1,no
<0,6.0,OtherBankCredit,FurnitureOrEquipment,3384.0,<100,1<=X<4,1.0,DivorcedMale,none,4.0,RealEstate,44.0,None,Rent,1.0,HighlyQualified,1.0,1,1,no
0<=X<200,13.0,ExistingCreditPaid,RadioOrTV,2101.0,<100,<1,2.0,DivorcedFemale,guarantor,4.0,LifeInsurance,23.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
<0,15.0,ExistingCreditPaid,DomesticAppliance,1275.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,2.0,Car,24.0,None,Rent,1.0,Skilled,1.0,0,1,no
<0,24.0,ExistingCreditPaid,FurnitureOrEquipment,4169.0,<100,1<=X<4,4.0,SingleMale,none,4.0,LifeInsurance,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,10.0,ExistingCreditPaid,FurnitureOrEquipment,1521.0,<100,1<=X<4,4.0,DivorcedMale,none,2.0,Car,31.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,24.0,OtherBankCredit,Education,5743.0,<100,<1,2.0,DivorcedFemale,none,4.0,NoKnownProperty,24.0,None,ForFree,2.0,Skilled,1.0,1,1,yes
<0,21.0,ExistingCreditPaid,FurnitureOrEquipment,3599.0,<100,4<=X<7,1.0,DivorcedFemale,none,4.0,Car,26.0,None,Rent,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,18.0,ExistingCreditPaid,RadioOrTV,3213.0,500<=X<1000,<1,1.0,MarriedMale,none,3.0,RealEstate,25.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,18.0,ExistingCreditPaid,Business,4439.0,<100,>=7,1.0,SingleMale,co applicant,1.0,RealEstate,33.0,Bank,Own,1.0,HighlyQualified,1.0,1,1,yes
>=200,10.0,ExistingCreditPaid,NewCar,3949.0,<100,<1,1.0,SingleMale,guarantor,1.0,LifeInsurance,37.0,None,Own,1.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,15.0,OtherBankCredit,RadioOrTV,1459.0,<100,1<=X<4,4.0,DivorcedFemale,none,2.0,Car,43.0,None,Own,1.0,UnskilledResident,1.0,0,1,yes
0<=X<200,13.0,OtherBankCredit,RadioOrTV,882.0,<100,<1,4.0,SingleMale,guarantor,4.0,RealEstate,23.0,None,Own,2.0,Skilled,1.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,3758.0,500<=X<1000,Unemployed,1.0,DivorcedFemale,none,4.0,NoKnownProperty,23.0,None,Rent,1.0,UnskilledNonResident,1.0,0,1,yes
NoCheckingAccount,6.0,PreviouslyDelayedPayment,Business,1743.0,100<=X<500,1<=X<4,1.0,SingleMale,none,2.0,RealEstate,34.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,9.0,OtherBankCredit,Education,1136.0,>=1000,>=7,4.0,SingleMale,none,3.0,NoKnownProperty,32.0,None,ForFree,2.0,Skilled,2.0,0,1,no
NoCheckingAccount,9.0,ExistingCreditPaid,DomesticAppliance,1236.0,<100,<1,1.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Rent,1.0,Skilled,1.0,1,1,yes
0<=X<200,9.0,ExistingCreditPaid,FurnitureOrEquipment,959.0,<100,1<=X<4,1.0,DivorcedFemale,none,2.0,Car,29.0,None,Own,1.0,Skilled,1.0,0,0,no
NoCheckingAccount,18.0,OtherBankCredit,UsedCar,3229.0,NoSavings,Unemployed,2.0,SingleMale,none,4.0,NoKnownProperty,38.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
<0,12.0,NoCredits,RadioOrTV,6199.0,<100,1<=X<4,4.0,SingleMale,none,2.0,LifeInsurance,28.0,None,Rent,2.0,Skilled,1.0,1,1,no
NoCheckingAccount,10.0,ExistingCreditPaid,Education,727.0,500<=X<1000,>=7,4.0,SingleMale,none,4.0,NoKnownProperty,46.0,None,ForFree,1.0,Skilled,1.0,1,1,yes
0<=X<200,24.0,ExistingCreditPaid,NewCar,1246.0,<100,<1,4.0,SingleMale,none,2.0,RealEstate,23.0,Stores,Own,1.0,UnskilledResident,1.0,0,1,no
NoCheckingAccount,12.0,OtherBankCredit,RadioOrTV,2331.0,NoSavings,>=7,1.0,SingleMale,co applicant,4.0,RealEstate,49.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,36.0,PreviouslyDelayedPayment,RadioOrTV,4463.0,<100,1<=X<4,4.0,SingleMale,none,2.0,Car,26.0,None,Own,2.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,RadioOrTV,776.0,<100,1<=X<4,4.0,MarriedMale,none,2.0,RealEstate,28.0,None,Own,1.0,Skilled,1.0,0,1,yes
<0,30.0,ExistingCreditPaid,FurnitureOrEquipment,2406.0,<100,4<=X<7,4.0,DivorcedFemale,none,4.0,RealEstate,23.0,None,Rent,1.0,Skilled,1.0,0,1,no
0<=X<200,18.0,ExistingCreditPaid,Education,1239.0,NoSavings,1<=X<4,4.0,SingleMale,none,4.0,NoKnownProperty,61.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
>=200,12.0,ExistingCreditPaid,RadioOrTV,3399.0,NoSavings,>=7,2.0,SingleMale,none,3.0,Car,37.0,None,Own,1.0,HighlyQualified,1.0,0,1,yes
>=200,12.0,PreviouslyDelayedPayment,NewCar,2247.0,<100,1<=X<4,2.0,DivorcedFemale,none,2.0,Car,36.0,Stores,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,6.0,ExistingCreditPaid,FurnitureOrEquipment,1766.0,<100,1<=X<4,1.0,MarriedMale,none,2.0,LifeInsurance,21.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,FurnitureOrEquipment,2473.0,<100,Unemployed,4.0,SingleMale,none,1.0,Car,25.0,None,Own,1.0,UnskilledNonResident,1.0,0,1,no
NoCheckingAccount,12.0,ExistingCreditPaid,Business,1542.0,<100,4<=X<7,2.0,SingleMale,none,4.0,Car,36.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,18.0,OtherBankCredit,UsedCar,3850.0,<100,4<=X<7,3.0,SingleMale,none,1.0,Car,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
<0,18.0,ExistingCreditPaid,FurnitureOrEquipment,3650.0,<100,<1,1.0,DivorcedFemale,none,4.0,Car,22.0,None,Rent,1.0,Skilled,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,FurnitureOrEquipment,3446.0,<100,>=7,4.0,SingleMale,none,2.0,Car,42.0,None,Own,1.0,Skilled,2.0,0,1,no
0<=X<200,18.0,ExistingCreditPaid,FurnitureOrEquipment,3001.0,<100,4<=X<7,2.0,DivorcedFemale,none,4.0,RealEstate,40.0,None,Rent,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,36.0,ExistingCreditPaid,NewCar,3079.0,NoSavings,1<=X<4,4.0,SingleMale,none,4.0,RealEstate,36.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,6070.0,<100,>=7,3.0,SingleMale,none,4.0,Car,33.0,None,Own,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,10.0,OtherBankCredit,FurnitureOrEquipment,2146.0,<100,<1,1.0,DivorcedFemale,none,3.0,RealEstate,23.0,None,Rent,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,60.0,OtherBankCredit,NewCar,13756.0,NoSavings,>=7,2.0,SingleMale,none,4.0,NoKnownProperty,63.0,Bank,ForFree,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,60.0,AllCreditsPaid,Other,14782.0,100<=X<500,>=7,3.0,DivorcedFemale,none,4.0,NoKnownProperty,60.0,Bank,ForFree,2.0,HighlyQualified,1.0,1,1,no
<0,48.0,AllCreditsPaid,Business,7685.0,<100,4<=X<7,2.0,DivorcedFemale,guarantor,4.0,Car,37.0,None,Rent,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,18.0,PreviouslyDelayedPayment,RadioOrTV,2320.0,<100,Unemployed,2.0,MarriedMale,none,3.0,RealEstate,34.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,7.0,PreviouslyDelayedPayment,RadioOrTV,846.0,NoSavings,>=7,3.0,SingleMale,none,4.0,NoKnownProperty,36.0,None,ForFree,1.0,Skilled,1.0,0,1,yes
0<=X<200,36.0,ExistingCreditPaid,NewCar,14318.0,<100,>=7,4.0,SingleMale,none,2.0,NoKnownProperty,57.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,6.0,OtherBankCredit,NewCar,362.0,100<=X<500,1<=X<4,4.0,DivorcedFemale,none,4.0,Car,52.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
<0,20.0,ExistingCreditPaid,FurnitureOrEquipment,2212.0,NoSavings,4<=X<7,4.0,SingleMale,none,4.0,Car,39.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,18.0,ExistingCreditPaid,UsedCar,12976.0,<100,Unemployed,3.0,DivorcedFemale,none,4.0,NoKnownProperty,38.0,None,ForFree,1.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,22.0,ExistingCreditPaid,NewCar,1283.0,NoSavings,4<=X<7,4.0,DivorcedFemale,none,4.0,LifeInsurance,25.0,None,Rent,1.0,Skilled,1.0,0,1,yes
>=200,12.0,ExistingCreditPaid,NewCar,1330.0,<100,<1,4.0,SingleMale,none,1.0,RealEstate,26.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,30.0,PreviouslyDelayedPayment,Business,4272.0,100<=X<500,1<=X<4,2.0,SingleMale,none,2.0,LifeInsurance,26.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,18.0,OtherBankCredit,RadioOrTV,2238.0,<100,1<=X<4,2.0,DivorcedFemale,none,1.0,Car,25.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,1126.0,NoSavings,<1,4.0,DivorcedFemale,none,2.0,RealEstate,21.0,None,Rent,1.0,Skilled,1.0,1,1,yes
0<=X<200,18.0,OtherBankCredit,FurnitureOrEquipment,7374.0,<100,Unemployed,4.0,SingleMale,none,4.0,LifeInsurance,40.0,Stores,Own,2.0,HighlyQualified,1.0,1,1,yes
0<=X<200,15.0,OtherBankCredit,Business,2326.0,500<=X<1000,1<=X<4,2.0,SingleMale,none,4.0,Car,27.0,Bank,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,9.0,ExistingCreditPaid,Business,1449.0,<100,4<=X<7,3.0,DivorcedFemale,none,2.0,Car,27.0,None,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,NewCar,1820.0,<100,1<=X<4,2.0,MarriedMale,none,2.0,LifeInsurance,30.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,FurnitureOrEquipment,983.0,>=1000,<1,1.0,DivorcedFemale,none,4.0,RealEstate,19.0,None,Rent,1.0,UnskilledResident,1.0,0,1,yes
<0,36.0,ExistingCreditPaid,NewCar,3249.0,<100,4<=X<7,2.0,SingleMale,none,4.0,NoKnownProperty,39.0,Bank,ForFree,1.0,HighlyQualified,2.0,1,1,yes
<0,6.0,OtherBankCredit,RadioOrTV,1957.0,<100,4<=X<7,1.0,DivorcedFemale,none,4.0,Car,31.0,None,Own,1.0,Skilled,1.0,0,1,yes
NoCheckingAccount,9.0,OtherBankCredit,FurnitureOrEquipment,2406.0,<100,Unemployed,2.0,SingleMale,none,3.0,Car,31.0,None,Own,1.0,HighlyQualified,1.0,0,1,yes
0<=X<200,39.0,PreviouslyDelayedPayment,Education,11760.0,100<=X<500,4<=X<7,2.0,SingleMale,none,3.0,NoKnownProperty,32.0,None,Rent,1.0,Skilled,1.0,1,1,yes
<0,12.0,ExistingCreditPaid,FurnitureOrEquipment,2578.0,<100,Unemployed,3.0,DivorcedFemale,none,4.0,NoKnownProperty,55.0,None,ForFree,1.0,HighlyQualified,1.0,0,1,yes
<0,36.0,OtherBankCredit,FurnitureOrEquipment,2348.0,<100,1<=X<4,3.0,MarriedMale,none,2.0,LifeInsurance,46.0,None,Own,2.0,Skilled,1.0,1,1,yes
0<=X<200,12.0,ExistingCreditPaid,NewCar,1223.0,<100,>=7,1.0,DivorcedMale,none,1.0,RealEstate,46.0,None,Rent,2.0,Skilled,1.0,0,1,no
NoCheckingAccount,24.0,OtherBankCredit,RadioOrTV,1516.0,>=1000,1<=X<4,4.0,DivorcedFemale,none,1.0,RealEstate,43.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
NoCheckingAccount,18.0,ExistingCreditPaid,RadioOrTV,1473.0,<100,<1,3.0,MarriedMale,none,4.0,RealEstate,39.0,None,Own,1.0,Skilled,1.0,1,1,yes
0<=X<200,18.0,OtherBankCredit,Business,1887.0,NoSavings,1<=X<4,4.0,MarriedMale,none,4.0,RealEstate,28.0,Bank,Own,2.0,Skilled,1.0,0,1,yes
NoCheckingAccount,24.0,PreviouslyDelayedPayment,Business,8648.0,<100,<1,2.0,SingleMale,none,2.0,Car,27.0,Bank,Own,2.0,Skilled,1.0,1,1,no
NoCheckingAccount,14.0,PreviouslyDelayedPayment,NewCar,802.0,<100,1<=X<4,4.0,SingleMale,none,2.0,Car,27.0,None,Own,2.0,UnskilledResident,1.0,0,1,yes
0<=X<200,18.0,PreviouslyDelayedPayment,NewCar,2899.0,NoSavings,>=7,4.0,SingleMale,none,4.0,Car,43.0,None,Own,1.0,Skilled,2.0,0,1,yes
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,2039.0,<100,<1,1.0,MarriedMale,none,1.0,LifeInsurance,22.0,None,Own,1.0,Skilled,1.0,1,1,no
NoCheckingAccount,24.0,OtherBankCredit,UsedCar,2197.0,NoSavings,4<=X<7,4.0,SingleMale,none,4.0,Car,43.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,15.0,ExistingCreditPaid,RadioOrTV,1053.0,<100,<1,4.0,MarriedMale,none,2.0,RealEstate,27.0,None,Own,1.0,Skilled,1.0,0,0,yes
NoCheckingAccount,24.0,ExistingCreditPaid,RadioOrTV,3235.0,500<=X<1000,>=7,3.0,DivorcedMale,none,2.0,Car,26.0,None,Own,1.0,HighlyQualified,1.0,1,1,yes
>=200,12.0,OtherBankCredit,NewCar,939.0,500<=X<1000,4<=X<7,4.0,MarriedMale,none,2.0,RealEstate,28.0,None,Own,3.0,Skilled,1.0,1,1,no
0<=X<200,24.0,ExistingCreditPaid,RadioOrTV,1967.0,<100,>=7,4.0,DivorcedFemale,none,4.0,Car,20.0,None,Own,1.0,Skilled,1.0,1,1,yes
NoCheckingAccount,33.0,OtherBankCredit,UsedCar,7253.0,<100,4<=X<7,3.0,SingleMale,none,2.0,Car,35.0,None,Own,2.0,HighlyQualified,1.0,1,1,yes
NoCheckingAccount,12.0,OtherBankCredit,Business,2292.0,<100,Unemployed,4.0,SingleMale,none,2.0,Car,42.0,Stores,Own,2.0,HighlyQualified,1.0,1,1,no
NoCheckingAccount,10.0,ExistingCreditPaid,NewCar,1597.0,500<=X<1000,1<=X<4,3.0,SingleMale,none,2.0,NoKnownProperty,40.0,None,Rent,1.0,UnskilledResident,2.0,0,0,yes
<0,24.0,ExistingCreditPaid,NewCar,1381.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,2.0,LifeInsurance,35.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,36.0,OtherBankCredit,UsedCar,5842.0,<100,>=7,2.0,SingleMale,none,2.0,LifeInsurance,35.0,None,Own,2.0,Skilled,2.0,1,1,yes
<0,12.0,ExistingCreditPaid,NewCar,2579.0,<100,<1,4.0,SingleMale,none,1.0,RealEstate,33.0,None,Own,1.0,UnskilledResident,2.0,0,1,no
<0,18.0,PreviouslyDelayedPayment,Education,8471.0,NoSavings,1<=X<4,1.0,DivorcedFemale,none,2.0,Car,23.0,None,Rent,2.0,Skilled,1.0,1,1,yes
NoCheckingAccount,21.0,ExistingCreditPaid,NewCar,2782.0,500<=X<1000,4<=X<7,1.0,DivorcedFemale,none,2.0,Car,31.0,Bank,Own,1.0,HighlyQualified,1.0,0,1,yes
0<=X<200,18.0,ExistingCreditPaid,NewCar,1042.0,NoSavings,1<=X<4,4.0,DivorcedFemale,none,2.0,LifeInsurance,33.0,None,Own,1.0,Skilled,1.0,0,1,no
NoCheckingAccount,15.0,ExistingCreditPaid,NewCar,3186.0,>=1000,4<=X<7,2.0,DivorcedFemale,none,3.0,Car,20.0,None,Rent,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,ExistingCreditPaid,UsedCar,2028.0,NoSavings,1<=X<4,4.0,SingleMale,none,2.0,Car,30.0,None,Own,1.0,Skilled,1.0,0,1,yes
0<=X<200,12.0,OtherBankCredit,NewCar,958.0,<100,4<=X<7,2.0,SingleMale,none,3.0,RealEstate,47.0,None,Own,2.0,UnskilledResident,2.0,0,1,yes
NoCheckingAccount,21.0,PreviouslyDelayedPayment,FurnitureOrEquipment,1591.0,100<=X<500,4<=X<7,4.0,SingleMale,none,3.0,RealEstate,34.0,None,Own,2.0,HighlyQualified,1.0,0,1,yes
